단어,URL,설명
아음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290186/MOV000286810_700X466.mp4,
아주낮춤,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290187/MOV000286813_700X466.mp4,"인칭 대명사에서, 가장 낮추어 이르는 말. ‘너’, ‘저’, ‘소인’ 따위가 있다. ,서술어의 종결형에서, 청자를 아주 낮추는 등분."
안긴 문장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286081/MOV000286819_700X466.mp4,안은 문장 안에 들어간 홑문장. ‘우리는 철수가 유능한 일꾼이라는 사실을 알았다.’에서 ‘철수가 유능한 일꾼이라는’ 따위이다.
안 부정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290188/MOV000286829_700X466.mp4,안 부정법에 의한 부정.
안 부정문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286084/MOV000286832_700X466.mp4,안 부정법에 의해서 만들어진 부정문. 주로 단순한 부정이나 주체의 의도 때문에 그 행위가 일어나지 않는 것을 표현한다.
안 부정법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286085/MOV000286836_700X466.mp4,"'-이/가 아니다', '-지 아니하다'를 사용해서 부정문을 만드는 방법."
안울림소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286086/MOV000286840_700X466.mp4,
알타이 어족,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286088/MOV000286847_700X466.mp4,
압존법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286090/MOV000286857_700X466.mp4,
-았,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290190/MOV000286862_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) ((다른 어미 앞에 붙어)) 이야기하는 시점에서 볼 때 사건이나 행위가 이미 일어났음을 나타내는 어미."
-았,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286092/MOV000286864_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) ((다른 어미 앞에 붙어)) 이야기하는 시점에서 볼 때 사건이나 행위가 이미 일어났음을 나타내는 어미."
-았었,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286095/MOV000286870_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) ((다른 어미 앞에 붙어)) 현재와 비교하여 다르거나 단절되어 있는 과거의 사건을 나타내는 어미."
앞혓바닥소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286096/MOV000286873_700X466.mp4,
ㅐ[애],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290191/MOV000286876_700X466.mp4,한글 자모 ‘ㅏ’와 ‘ㅣ’를 어울러 쓴 글자. 
-야,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286101/MOV000286884_700X466.mp4,"(('이다', '아니다'의 어간에 붙어)) 해할 자리에 쓰여, 어떤 사실을 서술하거나 물을 때 쓰는 종결 어미."
야말로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290195/MOV000286886_700X466.mp4,
약모음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286103/MOV000286888_700X466.mp4,
양성 모음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286105/MOV000286896_700X466.mp4,
양태 부사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286108/MOV000286908_700X466.mp4,
ㅓ[어],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290197/MOV000286914_700X466.mp4,한글 자모의 열일곱째 글자. 
-어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286111/MOV000286916_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) 해할 자리에 쓰여, 어떤 사실을 서술하거나 물음ㆍ명령ㆍ청유를 나타내는 종결 어미."
-어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286113/MOV000286920_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) 해할 자리에 쓰여, 어떤 사실을 서술하거나 물음ㆍ명령ㆍ청유를 나타내는 종결 어미."
어근,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286117/MOV000286929_700X466.mp4,
어금닛소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290198/MOV000286932_700X466.mp4,
-어도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286120/MOV000286937_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) 가정이나 양보의 뜻을 나타내는 연결 어미."
어말,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286124/MOV000286945_700X466.mp4,
어말 어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286125/MOV000286948_700X466.mp4,
국제 연합일,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288154/MOV000295123_700X466.mp4,국제 연합을 조직한 것을 기념하기 위하여 제정한 날. 10월 24일이다.
의미 이동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286325/MOV000287573_700X466.mp4,
접두사에 의한 파생어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286437/MOV000287939_700X466.mp4,어근의 앞에 파생 접사(접두사)가 붙어서 만들어진 단어.
접두어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286438/MOV000287947_700X466.mp4,
접미사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286439/MOV000287951_700X466.mp4,
접미사에 의한 파생어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286440/MOV000287955_700X466.mp4,어근의 뒤에 파생 접사(접미사)가 붙어서 만들어진 단어.
접사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286441/MOV000287963_700X466.mp4,
접속 부사어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286443/MOV000287970_700X466.mp4,"문장에서 이어주는 구실을 하는, '그러나, 그리고, 그러므로'와 같은 문장 접속 부사나 '및'과 같은 단어 접속 부사."
접속어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290318/MOV000287975_700X466.mp4,
정서적 의미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286447/MOV000287986_700X466.mp4,
제삼 인칭,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286448/MOV000287990_700X466.mp4,
제일 인칭,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286451/MOV000288002_700X466.mp4,
제일 인칭 대명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286452/MOV000288005_700X466.mp4,"말하는 사람이 자기 또는 자기의 동아리를 이르는 대명사. ‘나, 저, 우리’ 따위가 있다. "
조건법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286454/MOV000288015_700X466.mp4,
조사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286455/MOV000288018_700X466.mp4,
조어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286456/MOV000288021_700X466.mp4,새로 말을 만듦. 또는 그렇게 만든 말.
조어법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286459/MOV000288031_700X466.mp4,
조어 성분,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286460/MOV000288035_700X466.mp4,
조음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286461/MOV000288039_700X466.mp4,"말소리의 산출에 관여하는 발음 기관 즉, 성대, 목젖, 혀, 이, 입술 따위의 움직임을 통틀어 이르는 말. "
조음부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286464/MOV000288055_700X466.mp4,
조음소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286465/MOV000288060_700X466.mp4,
조음역,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286467/MOV000288072_700X466.mp4,
조음점,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286469/MOV000288082_700X466.mp4,
존경어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290321/MOV000288092_700X466.mp4,
존대법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286473/MOV000288095_700X466.mp4,
존칭어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286476/MOV000288107_700X466.mp4,
종결 어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286477/MOV000288111_700X466.mp4,
종성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286479/MOV000288118_700X466.mp4,
종성자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286481/MOV000288128_700X466.mp4,
종속적 관계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286484/MOV000288139_700X466.mp4,
종속적 연결 어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286485/MOV000288143_700X466.mp4,"앞의 문장을 뒤의 문장에 종속적으로 이어 주는 어말 어미. ‘봄이 오면, 꽃이 핀다.’에서 ‘-면’, ‘겨울이 되니, 날씨가 춥다.’에서 ‘-니’ 따위이다."
-죠,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290323/MOV000288160_700X466.mp4,‘-지요’의 준말. 
주격 조사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286492/MOV000288167_700X466.mp4,
주동문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286494/MOV000288175_700X466.mp4,
주어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290325/MOV000288190_700X466.mp4,"주요 문장 성분의 하나로, 술어가 나타내는 동작이나 상태의 주체가 되는 말. ‘철수가 운동을 한다.’에서 ‘철수가’ 따위이다. 임자말."
주어부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286499/MOV000288193_700X466.mp4,
주체 존대법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286503/MOV000288213_700X466.mp4,
준말,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290326/MOV000288218_700X466.mp4,
줄임표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286506/MOV000288224_700X466.mp4,안드러냄표의 하나. 문장 부호 ‘……’의 이름이다. 할 말을 줄였을 때나 말이 없음을 나타낼 때에 쓴다.
중모음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286510/MOV000288234_700X466.mp4,
중문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286511/MOV000288238_700X466.mp4,
중성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290328/MOV000288252_700X466.mp4,"음절의 구성에서 중간 소리인 모음. ‘땅’에서 ‘ㅏ’, ‘들’에서 ‘ㅡ’ 따위이다. 가운뎃소리."
중성 모음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286515/MOV000288255_700X466.mp4,
중성자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286516/MOV000288260_700X466.mp4,
중심적 의미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286519/MOV000288274_700X466.mp4,다의어의 가장 기본적이며 핵심적인 의미.
중음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290329/MOV000288278_700X466.mp4,
중자음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286521/MOV000288281_700X466.mp4,
-지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290330/MOV000288294_700X466.mp4,"((용언 어간이나 어미 '-으시-', '-었-', '-겠-' 뒤에 붙어)) 해라할 자리에 쓰여, 어떤 사실을 긍정적으로 서술하거나 묻거나 명령하거나 제안하는 따위의 뜻을 나타내는 종결 어미."
-지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286525/MOV000288296_700X466.mp4,"((용언 어간이나 어미 '-으시-', '-었-', '-겠-' 뒤에 붙어)) 해라할 자리에 쓰여, 어떤 사실을 긍정적으로 서술하거나 묻거나 명령하거나 제안하는 따위의 뜻을 나타내는 종결 어미."
-지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286526/MOV000288298_700X466.mp4,"((용언 어간이나 어미 '-으시-', '-었-', '-겠-' 뒤에 붙어)) 해라할 자리에 쓰여, 어떤 사실을 긍정적으로 서술하거나 묻거나 명령하거나 제안하는 따위의 뜻을 나타내는 종결 어미."
-지마는,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286528/MOV000288302_700X466.mp4,"(('이다', 용언의 어간 또는 어미 '-었-', '-겠-' 뒤에 붙어)) 어떤 사실이나 내용을 시인하면서 그에 반대되는 내용을 말하거나 조건을 붙여 말할 때에 쓰는 연결 어미. 준말: 지만."
지시 관형사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286530/MOV000288306_700X466.mp4,
지시 대명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286531/MOV000288311_700X466.mp4,
지시 형용사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286533/MOV000288320_700X466.mp4,
지역 언어학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286535/MOV000288328_700X466.mp4,
-지요,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286537/MOV000288334_700X466.mp4,"(('이다'의 어간, 용언 어간 또는 어미 '-으시-', '-었-', '-겠-' 뒤에 붙어)) 종결 어미 ‘-지’에 보조사 ‘요’가 결합한 말."
-지요,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286538/MOV000288336_700X466.mp4,"(('이다'의 어간, 용언 어간 또는 어미 '-으시-', '-었-', '-겠-' 뒤에 붙어)) 종결 어미 ‘-지’에 보조사 ‘요’가 결합한 말."
직접 높임,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286540/MOV000288342_700X466.mp4,말하는 이가 주어를 직접적으로 높임.
어문 규범,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286126/MOV000286953_700X466.mp4,
어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290199/MOV000286958_700X466.mp4,
어법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286129/MOV000286965_700X466.mp4,
어법대로 적기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286130/MOV000286968_700X466.mp4,
-어서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286131/MOV000286973_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤나 '이다', '아니다'의 어간 뒤에 붙어)) 이유나 근거를 나타내는 연결 어미. "
어순,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286132/MOV000286975_700X466.mp4,
-어야,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286133/MOV000286978_700X466.mp4,"((끝음절의 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) 앞 절의 일이 뒤 절 일의 조건임을 나타내는 연결 어미."
-어요,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286139/MOV000286990_700X466.mp4,"((끝음절 모음이 'ㅏ, ㅗ'가 아닌 용언의 어간 뒤에 붙어)) 해요할 자리에 쓰여, 설명ㆍ의문ㆍ명령ㆍ청유의 뜻을 나타내는 종결 어미. 어미 ‘-어’와 보조사 ‘요’가 결합한 말이다.
※ '이다'와 '아니다'의 어간 뒤에 붙을 때는 '-에요'로 나타나기도 한다."
어용론,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286140/MOV000286992_700X466.mp4,
어절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286142/MOV000287000_700X466.mp4,
어종,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286143/MOV000287003_700X466.mp4,
어휘 형태소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286147/MOV000287016_700X466.mp4,
언어 공동체,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286151/MOV000287032_700X466.mp4,
언어 기호,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286152/MOV000287035_700X466.mp4,
