단어,URL,설명
반가사유상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248097/MOV000261497_700X466.mp4,"반가사유상은 우리나라 불교 조각을 대표하는 작품으로 한쪽 다리를 다른 쪽 다리 위에 얹고 한 손으로 얼굴을 괸 채 생각에 잠긴 모습의 보살상입니다. 반가사유상의 기원은 석가모니가 깨달음을 얻기 이전 첫 선정에 들었던 일화에서 비롯됩니다. 이 반가사유상은 매우 간결하게 신체를 표현하면서도 옷 주름이 율동적이며, 무엇보다도 신비스러운 미소가 많은 사람들에게 감동을 줍니다. 이 반가사유상은 일본 국보 제1호인 교토 고류지의 반가사유상과 매우 유사하여 고대 한국으로부터 일본으로 불교문화가 전래되었음을 짐작하게 합니다."
반가사유상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248098/MOV000261499_700X466.mp4,"이 반가사유상은 특히 화려한 보관이 눈에 띄는데, 태양과 초승달을 장식하여 일월식 보관이라고도 부릅니다. 전체적으로 탄력 넘치는 신체의 곡선이 강조되었고, 천의 자락은 유려한 선을 그리며 몸을 감싸고 있습니다. 허리를 약간 굽히고 고개를 살짝 숙인 채 팔을 길게 늘인 비사실적인 비례이지만, 이상적인 사유의 모습을 만들어 낸 조각가의 솜씨에 의해 자세가 무척 자연스럽게 느껴집니다. 이 상은 1미터에 가까운 큰 상임에도 불구하고 구리의 두께가 3~8밀리미터에 지나지 않을 정도로 고도의 주조 기술을 보입니다."
화장묘,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247814/MOV000260847_700X466.mp4,"화장묘는 시신을 불태운 뒤 남은 유골을 용기에 담아 땅속에 묻거나 작은 석곽을 조성하고 그 안에 묻는 방식의 묘입니다. 대체로 통일기에 크게 성행했습니다. 화장묘는 몇 가지 유형으로 나뉘는데, 골호 또는 장골기에 화장한 유골을 넣어 직접 매장하는 방식, 석곽을 만들고 그 안에 장골기를 안치하는 방식, 토기 안에 장골기를 안치한 후 매장하는 방식, 석함과 같은 외함을 만들고 그 안에 장골기를 넣어 매장하는 방식 등이 있습니다. 토기로 만든 장골기의 외면은 주로 인화문으로 장식합니다."
누암리식 허리띠장식,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247815/MOV000260848_700X466.mp4,"5~6세기에 만들어진 경주와 각 지방의 큰 무덤에서는 삼엽문이 새겨진 귀금속제 허리띠장식이 출토됩니다. 이후 신라 무덤에서 황금이 사라지는 6세기 중엽 전후에는 삼엽문의 허리띠장식이 사라지고 새로운 형태의 허리띠장식이 출현합니다. 이것을 누암리식 허리띠장식이라고 부릅니다. 누암리식 허리띠장식은 주로 작은 규모의 무덤에서 출토되며, 띠고리·띠꾸미개·띠끝장식으로 구성되어 있습니다."
사천왕전,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247816/MOV000260850_700X466.mp4,"사천왕사는 통일 직후인 679년(문무왕 19)에 세운 호국 사찰로 경주 낭산狼山 중턱에 건물터가 남아 있습니다. 사천왕은 고대 인도에서 숭상했던 귀신들의 왕이었으나 불교에 귀의하여 부처님과 불법을 지키는 수호신이 되었습니다. 경주 사천왕사에서 출토된 녹색 유약을 바른 사천왕전은 탑의 기단을 장식했던 것으로 기단 4면의 계단을 중심으로 좌우 3개씩 총 24개가 배치되어 있었습니다. 일반적으로 지국천왕·광목천왕·증장천왕·다문천왕이 동서남북의 방위를 지키는 형태로 배치되지만, 사천왕사의 탑은 기단에 3개의 신장만 배치한 것이 특징입니다."
철불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247817/MOV000260853_700X466.mp4,"충남 서산의 보원사에 있었던 이 철불은 민머리에 생동감 넘치는 얼굴, 미려한 눈과 눈썹 선, 당당한 양 어깨와 팽만한 가슴, 결가부좌한 다리의 풍성한 입체감 등 석굴암 본존불과 매우 비슷한 모습을 하고 있습니다. 또한 오른쪽 어깨를 드러내는 옷 모양새, 항마촉지인(왼손은 무릎 위에 두고 오른손은 내리어 땅을 가리키는 손갖춤), 결가부좌한 다리 사이로 펼쳐진 부채꼴 모양의 옷 주름 등도 석굴암 본존불과 거의 같습니다. 철이라는 재료를 감안한다면 왼쪽 팔뚝에 사실적으로 표현된 유려한 옷 주름은 석굴암 본존불을 능가한다고 해도 과언이 아닙니다."
팔부중,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247818/MOV000260855_700X466.mp4,"불법을 수호하는 여덟 신인 천天, 용龍, 야차, 건달바, 아수라, 가루라, 긴나라, 마후라가를 팔부중 또는 팔부신중八部神衆이라고 합니다. 여기에 전시된 팔부중은 아수라와 건달바인데, 석탑의 기단부 상대석 면석에 새겨진 것입니다. 아수라는 원래 싸움의 신이었으나 부처에게 감화되어 불법을 지키는 신이 되었는데, 얼굴은 셋, 손과 팔은 여섯 개로 표현됩니다. 건달바는 부처가 설법하는 자리에서 노래와 춤으로써 불법을 찬탄하는 신으로, 사자 머리 같은 관을 쓰고 있습니다."
함통6년명 금구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247819/MOV000260857_700X466.mp4,"금구禁口는 절에서 사람들을 집합시킬 때 쳐서 소리를 내는 도구로 쇠북이라고도 합니다. 금구金口, 금고金鼓, 반자飯子라고도 하는데, 여기에 새겨진 글에 금구禁口라고 표기되어 있어 당시의 명칭을 알 수 있습니다. 이 금구에는 고리가 3개 달려 있으며, 바깥쪽 테두리에 18자의 글자가 새겨져 있습니다. 이것은 경문왕 5년(865)에 만들어진 신라 시대의 유일한 금구입니다."
사리호,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247820/MOV000260859_700X466.mp4,"은으로 만든 작은 그릇 바깥에 꽃을 중심으로 두 마리의 새가 마주보고 있는 쌍조문을 같은 간격으로 세 곳에 새겨 넣고 금으로 도금한 주먹 크기의 사리 단지입니다. 사리호 바닥에는 세 개의 다리가 붙어 있던 흔적이 있는데, 발이 세 개 달린 향로의 다리를 떼고 사리호로 사용한 것으로 여겨집니다. 이 사리호는 경주 황룡사지에서 출토되었습니다."
보상화무늬 기와,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247821/MOV000260861_700X466.mp4,"보상화 무늬는 반쪽의 팔메트(종려 잎을 부채꼴로 편 것 같은 식물 문양)가 좌우 대칭을 이루면서 연속된 형태로 4엽, 6엽, 8엽, 10엽 등으로 표현됩니다. 7세기 전후에 사산조 페르시아에서 시작된 보상화무늬는 신라에서는 8세기 중엽 이후 화려한 모습으로 발전했습니다. 신라 기와에 나타나는 넝쿨무늬는 줄기가 S자형 곡선을 그리며 다양한 형태의 꽃과 잎사귀들이 줄기를 장식하여 화려함을 더해 줍니다. 하나의 줄기가 한쪽 방향으로 흐르기도 하지만 두 줄기가 대칭을 이루면서 바깥쪽에서 안쪽으로 향하거나 안에서 바깥쪽으로 향하는 경우도 있습니다."
짐승얼굴무늬 기와,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247822/MOV000260863_700X466.mp4,"짐승얼굴을 무섭게 묘사한 무늬는 도깨비무늬라고도 부릅니다. 이러한 짐승무늬를 새긴 기와는 악귀의 침입을 방지하고 물리치려는 의미로 사용되었습니다. 대개 지붕마루와 사래 끝에 사용했으며, 팔작지붕의 마루 끝에 붙이는 마루용과 귀마루 끝에 잇대어 댄 사래용으로 구분됩니다. 짐승얼굴의 미간에 못을 박아 고정시키도록 못 구멍이 뚫려 있는 기와와 줄로 동여맬 수 있도록 뒷면에 고리가 달려 있는 기와가 있습니다."
사냥무늬 벽돌,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247823/MOV000260865_700X466.mp4,"이 벽돌에는 말을 타고 달리면서 사슴을 향해 활을 겨누는 장면이 생생하게 묘사되어 있습니다. 말을 타고 달리면서 화살을 쏘는 것으로 보아 활은 길이가 짧고 둥그렇게 휜 만궁灣弓일 가능성이 높습니다. 실제의 사냥이나 말을 타는 자세, 활 형태 등을 미루어 짐작할 수 있게 해 주는 자료입니다."
연꽃가지 모양 향로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248099/MOV000261501_700X466.mp4,"받침은 연잎, 몸체는 연꽃, 손잡이는 연꽃가지 모양으로 만든 향로입니다. 연꽃가지 모양 향로는 요나라에서 가장 먼저 제작해서 사용했으며, 고려에서는 11세기 후반 무렵에 제작했던 것으로 보입니다. 향로 받침에 음각으로 ‘大康三年’(태강삼년)이라는 명문이 새겨져 있어 1077년에 제작되었음을 알 수 있습니다."
물가풍경무늬 정병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248100/MOV000261503_700X466.mp4,"0.5밀리미터 굵기의 은실로 버드나무와 갈대, 오리 등 물가 풍경을 회화적으로 표현한 고려 시대의 대표적인 정병(목이 긴 물병)입니다. 몸체 앞뒤의 버드나무를 중심으로 갈대가 솟은 섬, 오리, 기러기, 배를 타거나 낚시하는 사람들이 은입사로 표현되어 있습니다. 정병의 푸른 녹과 은입사가 어우러져 한층 아름답게 보입니다."
나원리 오층석탑 사리구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248101/MOV000261505_700X466.mp4,"국보 제39호 나원리 오층석탑을 해체·보수하다가 3층 옥개석에서 발견한 사리구입니다. 금동 사리함에 금동 삼층석탑과 구층 소탑이 들어 있었고, 금동불 입상은 금동 삼층석탑 기단부에 놓여 있었습니다. 사리함의 외면에는 사천왕이 새겨 있으며, 안쪽에서 먹으로 쓴 무구정광다라니경의 조각들이 나왔습니다."
숙신공주묘 출토 화장품 그릇,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248102/MOV000261510_700X466.mp4,"조선 제17대 왕인 효종의 첫째 딸 숙신공주 묘에서 나온 은제 화장품 그릇입니다. 숙신공주는 효종이 볼모로 심양으로 갈 때 동행했다가 병사했습니다. 신선무늬가 새겨진 화장품 그릇과 과일무늬 화장품 그릇이 출토되었는데, 과일무늬 화장품 그릇에는 연백鉛白으로 보이는 분가루가 남아 있었습니다."
원빈홍씨묘 출토 화장품 그릇,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248103/MOV000261513_700X466.mp4,"홍국영의 여동생으로 1778년 13세에 정조의 후궁이 되었으나 1779년에 병사한 원빈 홍씨의 묘에서 적색 유리합, 칠보 장식 팔각 그릇, ‘壽福康寧’(수복강녕)과 ‘壽福寶盡’(수복보진)이라는 글씨가 새겨진 은제 화장품 그릇이 출토되었습니다. 적색 유리합과 팔각 합에는 연백으로 보이는 분가루가 있었습니다."
거울걸이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248104/MOV000261515_700X466.mp4,두 개의 사각 틀을 교차하여 펼치거나 접을 수 있는 거울걸이입니다. 나무로 만든 이 거울걸이는 봉황과 당초문을 돋을새김으로 표현한 은제 도금판으로 감싸여 있습니다. 거울걸이 뒤쪽 틀 중앙에는 돋을새김으로 연꽃을 만들고 그 위에 봉황 모양의 고리(뉴)를 만들어 거울을 걸 수 있도록 했습니다.
구름·용무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248105/MOV000261517_700X466.mp4,"키가 크고 어깨가 당당하고 기개가 있는 용이 청화(푸른색 물감)로 그려진 18세기 백자 항아리입니다. 이렇게 용이 그려진 항아리를 특별히 ‘용준龍樽’이라고 합니다. 용은 왕을 상징하는 신령한 동물로 용준은 왕실에서 사용했던 그릇입니다. 왕실의 잔치나 행사 때 술을 담거나 꽃을 꽂는 그릇으로 사용했는데, 조선 왕실 백자의 대표 격이라고 할 수 있습니다. 생동감 넘치는 용 그림과 함께 투명한 담청색의 유약과 청화 빛깔이 어우러져 강렬함과 활력을 느끼게 합니다."
구름·용무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248106/MOV000261519_700X466.mp4,전체적으로 S자 형태의 용무늬를 철화로 그린 17세기 백자 항아리입니다. 서울특별시 종로구 중학동 건물 자리에서 여러 조각이 난 채 발견된 것을 현재의 모습으로 복원했습니다. 17세기 전반기의 관요(정부에서 운영하던 가마)였던 경기도 광주 상림리·선동리·송정리 등의 가마터에서 이 항아리와 비슷한 백자 조각이 많이 발견되었습니다.
병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248107/MOV000261521_700X466.mp4,나팔꽃처럼 벌어진 입에서부터 부드럽게 곡선을 이루며 몸통 부분이 불룩하고 안정감 있게 벌어진 술병입니다. ‘옥호춘玉壺春’이라고도 부릅니다. 그릇의 부드러운 곡선미와 풍만한 부피감이 일품입니다. 이러한 병은 고려 시대 후반부터 제작되다가 조선 시대에 들어오면서 본격적으로 유행했습니다. 밝고 맑은 흰빛이 어우러진 조선 전기 병의 대표 작품입니다.
매화·대나무무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248108/MOV000261523_700X466.mp4,"품격 있는 형태와 뛰어난 그림으로 널리 알려진 16~17세기의 대표적인 철화 백자 항아리입니다. 항아리의 전체에 붓으로 짙은 갈색의 대나무와 매화나무를 그렸습니다. 대나무는 윤곽이 없이 짙고 옅음, 밝고 어두움만 그리는 몰골법으로 거침없이 표현되었고, 매화나무는 바깥 선을 그린 후 색을 채워 넣는 구륵법으로 고풍스럽게 묘사되었습니다. 당시 화단의 사군자 기법까지도 엿볼 수 있는 뛰어난 작품입니다."
