NO,단어,URL
240,-였,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286204/MOV000287172_700X466.mp4
241,ㅖ[예],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290231/MOV000287178_700X466.mp4
242,예사소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286208/MOV000287180_700X466.mp4
243,예정상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286209/MOV000287183_700X466.mp4
244,ㅗ[오],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290232/MOV000287187_700X466.mp4
245,-오,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286213/MOV000287193_700X466.mp4
246,-오,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286214/MOV000287195_700X466.mp4
247,온점,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286215/MOV000287197_700X466.mp4
248,완곡어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286218/MOV000287204_700X466.mp4
249,완곡어법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286219/MOV000287207_700X466.mp4
250,완료상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286220/MOV000287211_700X466.mp4
251,ㅙ [왜],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290237/MOV000287215_700X466.mp4
252,외연적 의미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286225/MOV000287230_700X466.mp4
253,용언,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286227/MOV000287237_700X466.mp4
254,용언 어간,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286228/MOV000287240_700X466.mp4
255,울대마개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286230/MOV000287247_700X466.mp4
256,ㅝ [워],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290242/MOV000287253_700X466.mp4
257,원순 모음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286233/MOV000287256_700X466.mp4
258,ㅞ[웨],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290243/MOV000287269_700X466.mp4
259,ㅟ[위],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290244/MOV000287272_700X466.mp4
260,유기음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290246/MOV000287276_700X466.mp4
261,국가 정복설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288104/MOV000294872_700X466.mp4
262,의미 축소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286326/MOV000287576_700X466.mp4
263,의미 확대,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286327/MOV000287579_700X466.mp4
264,의성 부사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286328/MOV000287582_700X466.mp4
265,의존 명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286330/MOV000287593_700X466.mp4
266,의존 형태소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286331/MOV000287597_700X466.mp4
267,의태 부사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286332/MOV000287602_700X466.mp4
268,ㅣ[이],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290272/MOV000287613_700X466.mp4
269,이고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290274/MOV000287617_700X466.mp4
270,이나[1]②③,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290276/MOV000287621_700X466.mp4
271,이나[2],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290278/MOV000287627_700X466.mp4
272,이다1,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286344/MOV000287633_700X466.mp4
273,이라고①,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290285/MOV000287643_700X466.mp4
274,이라고③,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290286/MOV000287647_700X466.mp4
275,이라도①,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290287/MOV000287649_700X466.mp4
276,이라도②,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290288/MOV000287651_700X466.mp4
277,이라든지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290289/MOV000287653_700X466.mp4
278,이라야만,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290291/MOV000287657_700X466.mp4
279,이랑[1],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286359/MOV000287664_700X466.mp4
280,이랑[2],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290294/MOV000287666_700X466.mp4
281,이모티콘,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286362/MOV000287670_700X466.mp4
282,이시여,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290296/MOV000287674_700X466.mp4
283,이어 적기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290300/MOV000287685_700X466.mp4
284,이어진 문장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286369/MOV000287687_700X466.mp4
285,이음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286370/MOV000287691_700X466.mp4
286,이중 부정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286374/MOV000287710_700X466.mp4
287,이중 주어문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286376/MOV000287717_700X466.mp4
288,인두,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290301/MOV000287727_700X466.mp4
289,인용격 조사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286379/MOV000287729_700X466.mp4
290,인용어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290302/MOV000287737_700X466.mp4
291,인용절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286382/MOV000287740_700X466.mp4
292,인칭,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286385/MOV000287755_700X466.mp4
293,일랑,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290303/MOV000287764_700X466.mp4
294,일반 언어학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286389/MOV000287768_700X466.mp4
295,일 ‧ 삼인칭 의문형 어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286390/MOV000287772_700X466.mp4
296,입술소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290305/MOV000287790_700X466.mp4
297,입술소리되기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286395/MOV000287793_700X466.mp4
298,입음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286397/MOV000287799_700X466.mp4
299,잇사이소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286400/MOV000287808_700X466.mp4
300,잇소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286401/MOV000287812_700X466.mp4
301,-자①,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290310/MOV000287817_700X466.mp4
302,-자③,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290312/MOV000287821_700X466.mp4
303,-자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286407/MOV000287825_700X466.mp4
304,자동사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286410/MOV000287833_700X466.mp4
305,자립 명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286411/MOV000287837_700X466.mp4
306,자릿수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286413/MOV000287848_700X466.mp4
307,자음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290314/MOV000287854_700X466.mp4
308,자의성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286417/MOV000287862_700X466.mp4
309,자질 문자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286418/MOV000287865_700X466.mp4
310,장음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286421/MOV000287874_700X466.mp4
311,재귀 대명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286422/MOV000287877_700X466.mp4
312,재귀 동사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286423/MOV000287882_700X466.mp4
313,재귀칭,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286424/MOV000287886_700X466.mp4
314,전기 중세 국어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286426/MOV000287893_700X466.mp4
315,전문어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286427/MOV000287900_700X466.mp4
316,전성 어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286430/MOV000287912_700X466.mp4
317,전음법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286431/MOV000287916_700X466.mp4
318,전청,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286433/MOV000287926_700X466.mp4
319,절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290317/MOV000287932_700X466.mp4
320,접두사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286436/MOV000287935_700X466.mp4
321,노동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627737/MOV000252157_700X466.mp4
322,노동부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039452/MOV000360379_700X466.mp4
323,간접 민주 정치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251962/MOV000265022_700X466.mp4
324,국민 자치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290479/MOV000294971_700X466.mp4
325,강화 회의,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160406/252566/MOV000265056_700X466.mp4
326,간장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042353/MOV000360962_700X466.mp4
327,국도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043119/MOV000361073_700X466.mp4
328,붙여쓰기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285910/MOV000286255_700X466.mp4
329,붙임표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290147/MOV000286258_700X466.mp4
330,비강,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285912/MOV000286260_700X466.mp4
331,비격식체,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285913/MOV000286263_700X466.mp4
332,비교 문법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285914/MOV000286269_700X466.mp4
333,비문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285915/MOV000286273_700X466.mp4
334,비문법적 문장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285916/MOV000286276_700X466.mp4
335,비어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285919/MOV000286287_700X466.mp4
336,비음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285920/MOV000286291_700X466.mp4
337,비음화,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285921/MOV000286294_700X466.mp4
338,ㅃ [쌍비읍],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290150/MOV000286304_700X466.mp4
339,빠짐표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290151/MOV000286306_700X466.mp4
340,ㅅ[시옷],http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290153/MOV000286310_700X466.mp4
341,사건시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285928/MOV000286312_700X466.mp4
342,사동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285929/MOV000286316_700X466.mp4
343,사동사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285932/MOV000286327_700X466.mp4
344,사동 접미사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285933/MOV000286331_700X466.mp4
345,사동형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285935/MOV000286341_700X466.mp4
346,사이시옷,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285937/MOV000286351_700X466.mp4
347,사잇소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285938/MOV000286354_700X466.mp4
348,사전적 의미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285941/MOV000286364_700X466.mp4
349,사전학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285942/MOV000286368_700X466.mp4
350,사회 방언,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285943/MOV000286371_700X466.mp4
351,사회적 의미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285945/MOV000286378_700X466.mp4
352,상대 높임,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290156/MOV000286384_700X466.mp4
353,상대 높임법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285948/MOV000286387_700X466.mp4
354,상보적 분포,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285949/MOV000286391_700X466.mp4
355,상의어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285953/MOV000286406_700X466.mp4
356,상징어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285954/MOV000286410_700X466.mp4
357,새로에,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290159/MOV000286425_700X466.mp4
358,새말,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290160/MOV000286427_700X466.mp4
359,서남 방언,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285963/MOV000286437_700X466.mp4
360,서부터,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290164/MOV000286442_700X466.mp4
361,서북 방언,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285965/MOV000286444_700X466.mp4
362,서술격 조사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285968/MOV000286457_700X466.mp4
363,서술부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285970/MOV000286467_700X466.mp4
364,서술성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285971/MOV000286471_700X466.mp4
365,서술절을 안은 문장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285976/MOV000286497_700X466.mp4
366,선어말 어미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285977/MOV000286504_700X466.mp4
367,설근음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285979/MOV000286514_700X466.mp4
368,설면음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290166/MOV000286520_700X466.mp4
369,설명 문법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285982/MOV000286523_700X466.mp4
370,설측음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290168/MOV000286534_700X466.mp4
371,설형 문자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285986/MOV000286537_700X466.mp4
372,성대,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285987/MOV000286541_700X466.mp4
373,성문음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285990/MOV000286551_700X466.mp4
374,성문화,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285991/MOV000286555_700X466.mp4
375,성분 부사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285992/MOV000286559_700X466.mp4
376,성상 형용사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285996/MOV000286579_700X466.mp4
377,성조,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290169/MOV000286587_700X466.mp4
